ts_ms,ped_x,ped_y,veh_x,veh_y,ped_speed_mps,veh_speed_mps,distance_m,rel_speed_mps,scenario,ttc,risk_score,risk_level,event_type,event_id,event_x,event_y,zone_id,zone_name,zone_type,zone_distance_m,zone_base_risk,zone_speed_limit_kmh
125000,3600,1400,3645.13,1368.74,1.2,0.0,54.89903915370477,-1.2,scenario_000,9999.0,10.0,0,Normal,E005580,3622.57,1384.37,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3571.42,1591.29,1.2,10.98,193.41323765451003,9.78,scenario_000,19.78,17.0,0,Normal,E005581,3585.71,1495.64,Z01,Main Gate,Entrance,17.47,3,20.0
125000,3600,1400,3542.11,1487.32,1.2,0.0,104.76657148155596,-1.2,scenario_000,9999.0,0.0,0,Normal,E005582,3571.06,1443.66,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3633.55,1414.17,1.2,0.0,36.41965678037088,-1.2,scenario_000,9999.0,18.0,0,Normal,E005583,3616.78,1407.09,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3635.66,1416.73,1.2,0.0,39.38944655615245,-1.2,scenario_000,9999.0,18.0,0,Normal,E005584,3617.83,1408.37,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3614.73,1447.68,1.2,0.0,49.90345979989771,-1.2,scenario_000,9999.0,10.0,0,Normal,E005585,3607.36,1423.84,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3569.91,1467.31,1.2,0.0,73.72953410947339,-1.2,scenario_000,9999.0,5.0,0,Normal,E005586,3584.95,1433.65,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3667.15,1379.5,1.2,0.0,70.20949009927371,-1.2,scenario_000,9999.0,5.0,0,Normal,E005587,3633.57,1389.75,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3643.98,1361.33,1.2,0.0,58.56286622084004,-1.2,scenario_000,9999.0,10.0,0,Normal,E005588,3621.99,1380.66,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3946.31,1310.35,1.2,13.53,357.7257868815162,12.33,scenario_000,29.01,19.0,0,Normal,E005589,3773.15,1355.17,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3639.32,1414.35,1.2,0.0,41.856718696047,-1.2,scenario_000,9999.0,10.0,0,Normal,E005590,3619.66,1407.17,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3610.53,1453.9,1.2,0.0,54.91894846043589,-1.2,scenario_000,9999.0,10.0,0,Normal,E005591,3605.27,1426.95,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3554.94,1468.84,1.2,0.0,82.27605483978911,-1.2,scenario_000,9999.0,5.0,0,Normal,E005592,3577.47,1434.42,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3698.4,1329.28,1.2,6.4,121.17705393349031,5.2,scenario_000,23.3,11.0,0,Normal,E005593,3649.2,1364.64,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3623.32,1429.24,1.2,0.0,37.40053475553536,-1.2,scenario_000,9999.0,18.0,0,Normal,E005594,3611.66,1414.62,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3660.65,1334.37,1.2,0.0,89.36285246118784,-1.2,scenario_000,9999.0,5.0,0,Normal,E005595,3630.32,1367.18,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3653.25,1333.37,1.2,0.0,85.29431047848394,-1.2,scenario_000,9999.0,5.0,0,Normal,E005596,3626.62,1366.68,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3518.42,1523.07,1.2,14.46,147.65338228432145,13.260000000000002,scenario_000,11.14,27.0,1,Caution Approach,E005597,3559.21,1461.53,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3553.96,1457.33,1.2,0.0,73.52829727390666,-1.2,scenario_000,9999.0,5.0,0,Normal,E005598,3576.98,1428.66,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3630.85,1412.44,1.2,0.0,33.26373550880893,-1.2,scenario_000,9999.0,18.0,0,Normal,E005599,3615.43,1406.22,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3809.9,967.61,1.2,5.34,480.64448618495567,4.14,scenario_000,116.1,6.0,0,Normal,E005600,3704.95,1183.81,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3898.28,1659.44,1.2,12.38,395.3227440965169,11.18,scenario_000,35.36,19.0,0,Normal,E005601,3749.14,1529.72,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3665.35,1387.46,1.2,0.0,66.54227303000692,-1.2,scenario_000,9999.0,5.0,0,Normal,E005602,3632.68,1393.73,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3410.27,1686.11,1.2,13.75,343.3022065178142,12.55,scenario_000,27.35,19.0,0,Normal,E005603,3505.14,1543.05,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3548.66,1452.02,1.2,0.0,73.08813857254823,-1.2,scenario_000,9999.0,5.0,0,Normal,E005604,3574.33,1426.01,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,4065.06,1285.14,1.2,14.06,479.0340522342853,12.86,scenario_000,37.25,19.0,0,Normal,E005605,3832.53,1342.57,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3629.24,1420.46,1.2,0.0,35.687381523445914,-1.2,scenario_000,9999.0,18.0,0,Normal,E005606,3614.62,1410.23,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3619.13,1435.46,1.2,0.0,40.29104739269019,-1.2,scenario_000,9999.0,10.0,0,Normal,E005607,3609.57,1417.73,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3878.74,1377.4,1.2,22.45,279.6546935061164,21.25,scenario_000,13.16,30.0,1,Caution Approach,E005608,3739.37,1388.7,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3639.46,1333.96,1.2,2.01,76.93096385721421,0.8099999999999998,scenario_000,94.98,8.0,0,Normal,E005609,3619.73,1366.98,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3929.2,1310.75,1.2,12.8,341.0838643207853,11.6,scenario_000,29.4,19.0,0,Normal,E005610,3764.6,1355.38,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3989.97,1354.55,1.2,15.0,392.6096068615742,13.8,scenario_000,28.45,21.0,1,Caution Approach,E005611,3794.98,1377.28,OUT,Outside Zone,Normal Area,,0,
125000,3600,1400,3653.29,1407.08,1.2,0.0,53.75825983046694,-1.2,scenario_000,9999.0,10.0,0,Normal,E005612,3626.64,1403.54,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3640.64,1410.24,1.2,0.0,41.91022786862403,-1.2,scenario_000,9999.0,10.0,0,Normal,E005613,3620.32,1405.12,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3683.68,1351.47,1.2,6.95,96.73418888893404,5.75,scenario_000,16.82,16.0,0,Normal,E005614,3641.84,1375.74,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,4049.61,1339.09,1.2,4.74,453.7170706508629,3.54,scenario_000,128.17,3.0,0,Normal,E005615,3824.81,1369.55,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3430.38,1662.0,1.2,13.7,312.11367224138064,12.5,scenario_000,24.97,19.0,0,Normal,E005616,3515.19,1531.0,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3667.03,1332.63,1.2,10.02,95.03545548899112,8.82,scenario_000,10.77,27.0,1,Caution Approach,E005617,3633.52,1366.32,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3630.29,1332.96,1.2,0.32,73.56524790959378,-0.8799999999999999,scenario_000,9999.0,5.0,0,Normal,E005618,3615.14,1366.48,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3645.75,1333.57,1.2,0.0,80.65982519197527,-1.2,scenario_000,9999.0,5.0,0,Normal,E005619,3622.88,1366.78,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3702.03,1413.71,1.2,0.0,102.947000927662,-1.2,scenario_000,9999.0,0.0,0,Normal,E005620,3651.02,1406.86,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3537.83,1493.48,1.2,0.0,112.26584208921255,-1.2,scenario_000,9999.0,0.0,0,Normal,E005621,3568.91,1446.74,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3669.75,1381.38,1.2,0.02,72.19256817706373,-1.18,scenario_000,9999.0,5.0,0,Normal,E005622,3634.88,1390.69,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3656.14,1401.07,1.2,0.0,56.15019590348715,-1.2,scenario_000,9999.0,10.0,0,Normal,E005623,3628.07,1400.53,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3567.83,1454.95,1.2,4.5,63.6742601056346,3.3,scenario_000,19.3,8.0,0,Normal,E005624,3583.91,1427.47,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3741.31,1262.39,1.2,8.92,197.2435758142707,7.72,scenario_000,25.55,11.0,0,Normal,E005625,3670.65,1331.2,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3750.41,1403.77,1.2,17.99,150.45723977263424,16.79,scenario_000,8.96,33.0,1,Caution Approach,E005626,3675.2,1401.88,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3617.84,1337.89,1.2,9.22,64.62134090221274,8.020000000000001,scenario_000,8.06,24.0,1,Caution Approach,E005627,3608.92,1368.95,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3673.03,1419.66,1.2,0.0,75.6299973555469,-1.2,scenario_000,9999.0,5.0,0,Normal,E005628,3636.52,1409.83,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3809.91,1391.55,1.2,9.34,210.0800099961916,8.14,scenario_000,25.81,11.0,0,Normal,E005629,3704.95,1395.78,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3747.63,1245.27,1.2,8.46,213.85974328984884,7.260000000000001,scenario_000,29.46,11.0,0,Normal,E005630,3673.82,1322.63,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3752.5,1396.8,1.2,3.34,152.53357007557386,2.14,scenario_000,71.28,3.0,0,Normal,E005631,3676.25,1398.4,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3642.02,1369.63,1.2,1.31,51.84609242749151,0.1100000000000001,scenario_000,471.33,13.0,0,Normal,E005632,3621.01,1384.82,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3627.32,1429.03,1.2,0.0,39.86380940151113,-1.2,scenario_000,9999.0,18.0,0,Normal,E005633,3613.66,1414.51,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3662.76,1385.58,1.2,0.0,64.39529485917453,-1.2,scenario_000,9999.0,5.0,0,Normal,E005634,3631.38,1392.79,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3680.28,1418.17,1.2,0.0,82.3105540012946,-1.2,scenario_000,9999.0,5.0,0,Normal,E005635,3640.14,1409.09,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3641.18,1411.75,1.2,0.0,42.82353208225574,-1.2,scenario_000,9999.0,10.0,0,Normal,E005636,3620.59,1405.88,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3658.35,1420.38,1.2,0.0,61.8066897673706,-1.2,scenario_000,9999.0,5.0,0,Normal,E005637,3629.18,1410.19,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3550.66,1475.0,1.2,0.0,89.77435936836316,-1.2,scenario_000,9999.0,5.0,0,Normal,E005638,3575.33,1437.5,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3631.53,1422.8,1.2,0.0,38.90990747868736,-1.2,scenario_000,9999.0,18.0,0,Normal,E005639,3615.77,1411.4,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3665.7,1420.67,1.2,0.0,68.87480598883731,-1.2,scenario_000,9999.0,5.0,0,Normal,E005640,3632.85,1410.34,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3646.63,1376.07,1.2,0.0,52.41184789720749,-1.2,scenario_000,9999.0,10.0,0,Normal,E005641,3623.32,1388.03,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,4060.11,1605.01,1.2,13.22,503.71649982902096,12.02,scenario_000,41.91,19.0,0,Normal,E005642,3830.06,1502.51,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3623.12,1435.25,1.2,0.0,42.15562714513918,-1.2,scenario_000,9999.0,10.0,0,Normal,E005643,3611.56,1417.62,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3581.34,1470.85,1.2,0.0,73.26607741649597,-1.2,scenario_000,9999.0,5.0,0,Normal,E005644,3590.67,1435.42,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3694.78,1415.19,1.2,0.0,95.98950203017016,-1.2,scenario_000,9999.0,5.0,0,Normal,E005645,3647.39,1407.6,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3546.39,1481.16,1.2,0.0,97.26755728401956,-1.2,scenario_000,9999.0,5.0,0,Normal,E005646,3573.19,1440.58,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3647.02,1408.17,1.2,0.0,47.72451466489732,-1.2,scenario_000,9999.0,10.0,0,Normal,E005647,3623.51,1404.09,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3575.04,1466.79,1.2,0.0,71.30151260667614,-1.2,scenario_000,9999.0,5.0,0,Normal,E005648,3587.52,1433.39,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3618.93,1441.47,1.2,0.0,45.58624573267683,-1.2,scenario_000,9999.0,10.0,0,Normal,E005649,3609.47,1420.74,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3641.61,1346.51,1.2,0.0,67.76851924013104,-1.2,scenario_000,9999.0,5.0,0,Normal,E005650,3620.81,1373.26,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3649.8,1382.79,1.2,0.0,52.68988612627683,-1.2,scenario_000,9999.0,10.0,0,Normal,E005651,3624.9,1391.39,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3687.53,1416.68,1.2,0.0,89.10512499289835,-1.2,scenario_000,9999.0,5.0,0,Normal,E005652,3643.77,1408.34,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3642.8,1353.92,1.2,0.0,62.89043170467197,-1.2,scenario_000,9999.0,5.0,0,Normal,E005653,3621.4,1376.96,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3645.13,1368.74,1.2,0.0,54.89903915370477,-1.2,scenario_000,9999.0,10.0,0,Normal,E005654,3622.57,1384.37,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3583.11,1590.16,1.2,11.75,190.90861085870387,10.55,scenario_000,18.1,22.0,1,Caution Approach,E005655,3591.56,1495.08,Z01,Main Gate,Entrance,11.75,3,20.0
126000,3600,1400,3542.11,1487.32,1.2,0.0,104.76657148155596,-1.2,scenario_000,9999.0,0.0,0,Normal,E005656,3571.06,1443.66,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3633.55,1414.17,1.2,0.0,36.41965678037088,-1.2,scenario_000,9999.0,18.0,0,Normal,E005657,3616.78,1407.09,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3635.66,1416.73,1.2,0.0,39.38944655615245,-1.2,scenario_000,9999.0,18.0,0,Normal,E005658,3617.83,1408.37,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3614.73,1447.68,1.2,0.0,49.90345979989771,-1.2,scenario_000,9999.0,10.0,0,Normal,E005659,3607.36,1423.84,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3569.91,1467.31,1.2,0.0,73.72953410947339,-1.2,scenario_000,9999.0,5.0,0,Normal,E005660,3584.95,1433.65,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3667.15,1379.5,1.2,0.0,70.20949009927371,-1.2,scenario_000,9999.0,5.0,0,Normal,E005661,3633.57,1389.75,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3643.98,1361.33,1.2,0.0,58.56286622084004,-1.2,scenario_000,9999.0,10.0,0,Normal,E005662,3621.99,1380.66,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3933.08,1313.19,1.2,13.53,344.2067147805225,12.33,scenario_000,27.92,19.0,0,Normal,E005663,3766.54,1356.6,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3639.32,1414.35,1.2,0.0,41.856718696047,-1.2,scenario_000,9999.0,10.0,0,Normal,E005664,3619.66,1407.17,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3610.53,1453.9,1.2,0.0,54.91894846043589,-1.2,scenario_000,9999.0,10.0,0,Normal,E005665,3605.27,1426.95,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3554.94,1468.84,1.2,0.0,82.27605483978911,-1.2,scenario_000,9999.0,5.0,0,Normal,E005666,3577.47,1434.42,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3703.2,1321.93,1.2,8.79,129.40311008627248,7.589999999999999,scenario_000,17.05,11.0,0,Normal,E005667,3651.6,1360.97,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3623.32,1429.24,1.2,0.0,37.40053475553536,-1.2,scenario_000,9999.0,18.0,0,Normal,E005668,3611.66,1414.62,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3660.65,1334.37,1.2,0.0,89.36285246118784,-1.2,scenario_000,9999.0,5.0,0,Normal,E005669,3630.32,1367.18,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3653.25,1333.37,1.2,0.0,85.29431047848394,-1.2,scenario_000,9999.0,5.0,0,Normal,E005670,3626.62,1366.68,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3523.77,1514.66,1.2,9.96,137.68779357662763,8.760000000000002,scenario_000,15.72,11.0,0,Normal,E005671,3561.89,1457.33,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3553.96,1457.33,1.2,0.0,73.52829727390666,-1.2,scenario_000,9999.0,5.0,0,Normal,E005672,3576.98,1428.66,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3630.85,1412.44,1.2,0.0,33.26373550880893,-1.2,scenario_000,9999.0,18.0,0,Normal,E005673,3615.43,1406.22,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3811.36,965.39,1.2,2.9,483.27932057972447,1.7,scenario_000,284.28,3.0,0,Normal,E005674,3705.68,1182.69,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3909.33,1653.49,1.2,12.55,399.9277797302908,11.35,scenario_000,35.24,19.0,0,Normal,E005675,3754.66,1526.74,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3665.35,1387.46,1.2,0.0,66.54227303000692,-1.2,scenario_000,9999.0,5.0,0,Normal,E005676,3632.68,1393.73,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3418.07,1674.55,1.2,13.95,329.3572944387294,12.75,scenario_000,25.83,19.0,0,Normal,E005677,3509.03,1537.28,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3548.66,1452.02,1.2,0.0,73.08813857254823,-1.2,scenario_000,9999.0,5.0,0,Normal,E005678,3574.33,1426.01,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,4051.33,1287.94,1.2,14.01,465.0335606168656,12.81,scenario_000,36.3,19.0,0,Normal,E005679,3825.66,1343.97,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3629.24,1420.46,1.2,0.0,35.687381523445914,-1.2,scenario_000,9999.0,18.0,0,Normal,E005680,3614.62,1410.23,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3619.13,1435.46,1.2,0.0,40.29104739269019,-1.2,scenario_000,9999.0,10.0,0,Normal,E005681,3609.57,1417.73,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3860.11,1381.22,1.2,19.02,260.7870788593639,17.82,scenario_000,14.63,25.0,1,Caution Approach,E005682,3730.06,1390.61,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3642.49,1331.3,1.2,4.08,80.77802981009123,2.88,scenario_000,28.05,8.0,0,Normal,E005683,3621.24,1365.65,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3942.52,1307.89,1.2,13.62,354.6888812748434,12.42,scenario_000,28.56,19.0,0,Normal,E005684,3771.26,1353.95,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3973.21,1357.99,1.2,17.11,375.5669636695965,15.91,scenario_000,23.61,25.0,1,Caution Approach,E005685,3786.61,1378.99,OUT,Outside Zone,Normal Area,,0,
126000,3600,1400,3653.29,1407.08,1.2,0.0,53.75825983046694,-1.2,scenario_000,9999.0,10.0,0,Normal,E005686,3626.64,1403.54,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3640.64,1410.24,1.2,0.0,41.91022786862403,-1.2,scenario_000,9999.0,10.0,0,Normal,E005687,3620.32,1405.12,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3690.32,1348.08,1.2,7.75,104.17959877058482,6.55,scenario_000,15.91,11.0,0,Normal,E005688,3645.16,1374.04,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,4051.97,1340.41,1.2,3.05,455.8813979534588,1.85,scenario_000,246.42,7.0,0,Normal,E005689,3825.98,1370.2,Z02,Middle Gate,Intersection,29.3,4,15.0
127000,3600,1400,3422.95,1673.03,1.2,13.3,325.4106381174409,12.1,scenario_000,26.89,19.0,0,Normal,E005690,3511.47,1536.51,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3675.47,1336.52,1.2,9.3,98.61760137014068,8.100000000000001,scenario_000,12.18,16.0,0,Normal,E005691,3637.73,1368.26,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3630.29,1332.96,1.2,0.0,73.56524790959378,-1.2,scenario_000,9999.0,5.0,0,Normal,E005692,3615.14,1366.48,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3645.75,1333.57,1.2,0.0,80.65982519197527,-1.2,scenario_000,9999.0,5.0,0,Normal,E005693,3622.88,1366.78,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3702.03,1413.71,1.2,0.0,102.947000927662,-1.2,scenario_000,9999.0,0.0,0,Normal,E005694,3651.02,1406.86,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3537.83,1493.48,1.2,0.0,112.26584208921255,-1.2,scenario_000,9999.0,0.0,0,Normal,E005695,3568.91,1446.74,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3669.75,1381.38,1.2,0.01,72.19256817706373,-1.19,scenario_000,9999.0,5.0,0,Normal,E005696,3634.88,1390.69,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3656.14,1401.07,1.2,0.0,56.15019590348715,-1.2,scenario_000,9999.0,10.0,0,Normal,E005697,3628.07,1400.53,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3567.77,1455.05,1.2,0.12,63.79087238782674,-1.08,scenario_000,9999.0,5.0,0,Normal,E005698,3583.89,1427.53,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3746.64,1253.3,1.2,10.55,207.42270753222743,9.35,scenario_000,22.18,14.0,0,Normal,E005699,3673.32,1326.65,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3734.42,1407.06,1.2,16.34,134.60527478520305,15.14,scenario_000,8.89,33.0,1,Caution Approach,E005700,3667.21,1403.53,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3621.99,1335.67,1.2,4.72,67.98462326144039,3.52,scenario_000,19.31,8.0,0,Normal,E005701,3610.99,1367.84,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3673.03,1419.66,1.2,0.0,75.6299973555469,-1.2,scenario_000,9999.0,5.0,0,Normal,E005702,3636.52,1409.83,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3798.36,1393.92,1.2,11.79,198.45315820112324,10.59,scenario_000,18.74,19.0,0,Normal,E005703,3699.18,1396.96,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3752.78,1236.49,1.2,10.17,223.77946398184096,8.97,scenario_000,24.95,14.0,0,Normal,E005704,3676.39,1318.24,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3757.46,1395.78,1.2,5.06,157.51653881418298,3.86,scenario_000,40.81,6.0,0,Normal,E005705,3678.73,1397.89,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3641.57,1366.69,1.2,2.98,53.26932513182432,1.78,scenario_000,29.93,13.0,0,Normal,E005706,3620.78,1383.35,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3567.2,1449.88,1.2,0.0,59.69802676806013,-1.2,scenario_000,9999.0,10.0,0,Normal,E005707,3583.6,1424.94,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3722.98,1303.37,1.2,0.0,156.40152588769723,-1.2,scenario_000,9999.0,0.0,0,Normal,E005708,3661.49,1351.68,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3627.32,1429.03,1.2,0.0,39.86380940151113,-1.2,scenario_000,9999.0,18.0,0,Normal,E005709,3613.66,1414.51,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3662.76,1385.58,1.2,0.0,64.39529485917453,-1.2,scenario_000,9999.0,5.0,0,Normal,E005710,3631.38,1392.79,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3680.28,1418.17,1.2,0.0,82.3105540012946,-1.2,scenario_000,9999.0,5.0,0,Normal,E005711,3640.14,1409.09,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3641.18,1411.75,1.2,0.0,42.82353208225574,-1.2,scenario_000,9999.0,10.0,0,Normal,E005712,3620.59,1405.88,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3658.35,1420.38,1.2,0.0,61.8066897673706,-1.2,scenario_000,9999.0,5.0,0,Normal,E005713,3629.18,1410.19,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3550.66,1475.0,1.2,0.0,89.77435936836316,-1.2,scenario_000,9999.0,5.0,0,Normal,E005714,3575.33,1437.5,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3631.53,1422.8,1.2,0.0,38.90990747868736,-1.2,scenario_000,9999.0,18.0,0,Normal,E005715,3615.77,1411.4,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3665.7,1420.67,1.2,0.0,68.87480598883731,-1.2,scenario_000,9999.0,5.0,0,Normal,E005716,3632.85,1410.34,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3646.63,1376.07,1.2,0.0,52.41184789720749,-1.2,scenario_000,9999.0,10.0,0,Normal,E005717,3623.32,1388.03,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,4072.05,1606.69,1.2,12.24,515.317337763829,11.04,scenario_000,46.68,19.0,0,Normal,E005718,3836.03,1503.35,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3623.12,1435.25,1.2,0.0,42.15562714513918,-1.2,scenario_000,9999.0,10.0,0,Normal,E005719,3611.56,1417.62,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3581.34,1470.85,1.2,0.0,73.26607741649597,-1.2,scenario_000,9999.0,5.0,0,Normal,E005720,3590.67,1435.42,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3694.78,1415.19,1.2,0.0,95.98950203017016,-1.2,scenario_000,9999.0,5.0,0,Normal,E005721,3647.39,1407.6,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3546.39,1481.16,1.2,0.0,97.26755728401956,-1.2,scenario_000,9999.0,5.0,0,Normal,E005722,3573.19,1440.58,OUT,Outside Zone,Normal Area,,0,
127000,3600,1400,3647.02,1408.17,1.2,0.0,47.72451466489732,-1.2,scenario_000,9999.0,10.0,0,Normal,E005723,3623.51,1404.09,OUT,Outside Zone,Normal Area,,0,
